127.0.0.1 - - [27/Mar/2012:16:25:32 +0200] "GET /cargocpc/index.html HTTP/1.1" 200 124
127.0.0.1 - - [27/Mar/2012:16:36:58 +0200] "HEAD /confluence/rest/plugins/1.0/ HTTP/1.1" 200 -
127.0.0.1 - - [27/Mar/2012:16:36:58 +0200] "POST /confluence/rest/plugins/1.0/?token=1486584308257252277 HTTP/1.1" 202 293
127.0.0.1 - - [27/Mar/2012:16:37:00 +0200] "GET /confluence/rest/plugins/1.0/pending/17e61f2b-9a4f-404e-bc3b-dbb5a63057e7 HTTP/1.1" 200 271
127.0.0.1 - - [27/Mar/2012:16:37:01 +0200] "GET /confluence/rest/plugins/1.0/pending/17e61f2b-9a4f-404e-bc3b-dbb5a63057e7 HTTP/1.1" 200 271
127.0.0.1 - - [27/Mar/2012:16:37:02 +0200] "GET /confluence/rest/plugins/1.0/pending/17e61f2b-9a4f-404e-bc3b-dbb5a63057e7 HTTP/1.1" 200 271
127.0.0.1 - - [27/Mar/2012:16:37:03 +0200] "GET /confluence/rest/plugins/1.0/pending/17e61f2b-9a4f-404e-bc3b-dbb5a63057e7 HTTP/1.1" 303 -
127.0.0.1 - - [27/Mar/2012:16:37:13 +0200] "GET /confluence/display/ds/Marco HTTP/1.1" 302 -
127.0.0.1 - - [27/Mar/2012:16:37:13 +0200] "GET /confluence/login.action?os_destination=%2Fdisplay%2Fds%2FMarco HTTP/1.1" 200 14669
127.0.0.1 - - [27/Mar/2012:16:37:13 +0200] "GET /confluence/s/en_GB/3144/1/1.0/_/download/resources/com.atlassian.confluence.themes.default:styles/default-theme.css HTTP/1.1" 200 5475
127.0.0.1 - - [27/Mar/2012:16:37:13 +0200] "GET /confluence/s/en_GB/3144/1/1.0/_/download/batch/confluence.web.resources:aui-forms/confluence.web.resources:aui-forms.css HTTP/1.1" 200 1045
127.0.0.1 - - [27/Mar/2012:16:37:13 +0200] "GET /confluence/s/en_GB/3144/1/1.0/_/download/batch/confluence.web.resources:login/confluence.web.resources:login.js HTTP/1.1" 200 653
127.0.0.1 - - [27/Mar/2012:16:37:13 +0200] "GET /confluence/s/en_GB/3144/1/8558d760c15351cdd318bfc55c1359bc/_/download/contextbatch/js/main/batch.js HTTP/1.1" 200 16580
127.0.0.1 - - [27/Mar/2012:16:37:13 +0200] "GET /confluence/s/en_GB/3144/1/1/_/styles/colors.css HTTP/1.1" 200 10019
127.0.0.1 - - [27/Mar/2012:16:37:13 +0200] "GET /confluence/s/en_GB/3144/1/3/_/download/superbatch/css/batch.css HTTP/1.1" 200 221002
127.0.0.1 - - [27/Mar/2012:16:37:15 +0200] "GET /confluence/s/en_GB/3144/1/3/_/download/superbatch/js/batch.js HTTP/1.1" 200 1223516
127.0.0.1 - - [27/Mar/2012:16:37:15 +0200] "GET /confluence/images/logo/confluence_48_trans.png HTTP/1.1" 304 -
127.0.0.1 - - [27/Mar/2012:16:37:15 +0200] "GET /confluence/s/en_GB/3144/1/1.0/_/images/sprites/userpopup-shadows.png HTTP/1.1" 304 -
127.0.0.1 - - [27/Mar/2012:16:37:15 +0200] "GET /confluence/s/en_GB/3144/1/1.0/_/images/shadow-light/b.png HTTP/1.1" 304 -
127.0.0.1 - - [27/Mar/2012:16:37:15 +0200] "GET /confluence/rest/prototype/1/i18n/com.atlassian.confluence.plugins.share-page?locale=en_GB HTTP/1.1" 200 1346
127.0.0.1 - - [27/Mar/2012:16:37:15 +0200] "GET /confluence/rest/prototype/1/i18n?locale=en_GB&pluginKeys=com.atlassian.confluence.keyboardshortcuts&pluginKeys=com.atlassian.plugins.editor HTTP/1.1" 200 19007
127.0.0.1 - - [27/Mar/2012:16:37:16 +0200] "GET /confluence/rest/shortcuts/latest/shortcuts/3144/b3271df2bb07c005c54ea092ea6eed6f HTTP/1.1" 200 6228
127.0.0.1 - - [27/Mar/2012:16:37:16 +0200] "GET /confluence/s/en_GB/3144/1/3/_/download/superbatch/css/batch.css?media=print HTTP/1.1" 200 3015
127.0.0.1 - - [27/Mar/2012:16:37:17 +0200] "POST /confluence/dologin.action HTTP/1.1" 302 -
127.0.0.1 - - [27/Mar/2012:16:37:22 +0200] "GET /confluence/display/ds/Marco HTTP/1.1" 200 62530
127.0.0.1 - - [27/Mar/2012:16:37:22 +0200] "GET /confluence/rest/prototype/1/i18n?locale=en_GB&pluginKeys=com.atlassian.confluence.keyboardshortcuts&pluginKeys=com.atlassian.plugins.editor HTTP/1.1" 200 19007
127.0.0.1 - - [27/Mar/2012:16:37:25 +0200] "GET /confluence/pages/editpage.action?pageId=983072 HTTP/1.1" 200 68261
127.0.0.1 - - [27/Mar/2012:16:37:25 +0200] "GET /confluence/rest/prototype/1/i18n?locale=en_GB&pluginKeys=com.atlassian.confluence.keyboardshortcuts&pluginKeys=com.atlassian.plugins.editor HTTP/1.1" 200 19007
127.0.0.1 - - [27/Mar/2012:16:37:26 +0200] "POST /confluence/json/startheartbeatactivity.action HTTP/1.1" 200 2
127.0.0.1 - - [27/Mar/2012:16:37:26 +0200] "GET /confluence/plugins/servlet/imgFilter.png?preview=true&id=20&effects=null HTTP/1.1" 200 26951
127.0.0.1 - - [27/Mar/2012:16:37:26 +0200] "GET /confluence/rest/jiraanywhere/1.0/servers HTTP/1.1" 200 2
127.0.0.1 - - [27/Mar/2012:16:37:27 +0200] "GET /confluence/rest/autoconvert/latest/shortcutlinkconfigurations HTTP/1.1" 200 402
127.0.0.1 - - [27/Mar/2012:16:37:27 +0200] "GET /confluence/plugins/servlet/confluence/placeholder/macro?definition=e2NvbmZsdWVuY2UtcGx1Z2luLXNwZWN0cnVtfQ&locale=en_GB&version=2 HTTP/1.1" 200 1268
127.0.0.1 - - [27/Mar/2012:16:37:28 +0200] "GET /confluence/plugins/servlet/imgFilter.png?preview=true&id=20&effects=border-polaroid,blur-border HTTP/1.1" 200 39244
127.0.0.1 - - [27/Mar/2012:16:37:28 +0200] "GET /confluence/plugins/servlet/imgFilter.png?preview=true&id=20&effects=border-simple,blur-border,tape HTTP/1.1" 200 37103
127.0.0.1 - - [27/Mar/2012:16:37:28 +0200] "GET /confluence/plugins/servlet/imgFilter.png?preview=true&id=20&effects=border-simple,blur-border HTTP/1.1" 200 31157
